info @storybook/react v6.4.18
info 
info => Cleaning outputDir: /tmp/chromatic--6523-7h3Kklk0z3Jf
info => Loading presets
info => Copying static files: /home/gohan/react/taskbox/public at /tmp/chromatic--6523-7h3Kklk0z3Jf/
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /home/gohan/react/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/polyfills.js /home/gohan/react/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/globals.js /home/gohan/react/taskbox/storybook-init-framework-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/common/config.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/config.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/react/dist/esm/client/preview/config-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-links/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addArgs.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addParameter.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-measure/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-outline/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-interactions/dist/esm/preset/argsEnhancers.js-generated-config-entry.js /home/gohan/react/taskbox/.storybook/preview.js-generated-config-entry.js /home/gohan/react/taskbox/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 67% building 1013/1056 modules 43 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/isScrollParent.js
<s> [webpack.Progress] 67% building 1014/1056 modules 42 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/isScrollParent.js
<s> [webpack.Progress] 67% building 1014/1057 modules 43 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_Hash.js
<s> [webpack.Progress] 67% building 1014/1058 modules 44 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getDocumentElement.js
<s> [webpack.Progress] 67% building 1014/1059 modules 45 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScrollBarX.js
<s> [webpack.Progress] 67% building 1015/1059 modules 44 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScrollBarX.js
<s> [webpack.Progress] 67% building 1016/1059 modules 43 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScrollBarX.js
<s> [webpack.Progress] 67% building 1017/1059 modules 42 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScrollBarX.js
<s> [webpack.Progress] 67% building 1017/1060 modules 43 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getNodeScroll.js
<s> [webpack.Progress] 67% building 1018/1060 modules 42 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getNodeScroll.js
<s> [webpack.Progress] 67% building 1018/1061 modules 43 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseTimes.js
<s> [webpack.Progress] 67% building 1018/1062 modules 44 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isFunction.js
<s> [webpack.Progress] 67% building 1018/1063 modules 45 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getLayoutRect.js
<s> [webpack.Progress] 67% building 1018/1064 modules 46 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getFreshSideObject.js
<s> [webpack.Progress] 67% building 1018/1065 modules 47 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isLength.js
<s> [webpack.Progress] 67% building 1018/1066 modules 48 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_isPrototype.js
<s> [webpack.Progress] 67% building 1018/1067 modules 49 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/computeOffsets.js
<s> [webpack.Progress] 67% building 1018/1068 modules 50 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getVariation.js
<s> [webpack.Progress] 67% building 1018/1069 modules 51 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_getMapData.js
<s> [webpack.Progress] 67% building 1019/1069 modules 50 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_getMapData.js
<s> [webpack.Progress] 67% building 1019/1070 modules 51 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/expandToHashMap.js
<s> [webpack.Progress] 67% building 1020/1070 modules 50 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/expandToHashMap.js
<s> [webpack.Progress] 67% building 1020/1071 modules 51 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/mergePaddingObject.js
<s> [webpack.Progress] 67% building 1021/1071 modules 50 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/mergePaddingObject.js
<s> [webpack.Progress] 67% building 1022/1071 modules 49 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/mergePaddingObject.js
<s> [webpack.Progress] 67% building 1022/1072 modules 50 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseIsEqualDeep.js
<s> [webpack.Progress] 67% building 1023/1072 modules 49 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseIsEqualDeep.js
<s> [webpack.Progress] 67% building 1024/1072 modules 48 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseIsEqualDeep.js
<s> [webpack.Progress] 67% building 1025/1072 modules 47 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseIsEqualDeep.js
<s> [webpack.Progress] 67% building 1026/1072 modules 46 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseIsEqualDeep.js
<s> [webpack.Progress] 67% building 1027/1072 modules 45 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseIsEqualDeep.js
<s> [webpack.Progress] 67% building 1027/1073 modules 46 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isObjectLike.js
<s> [webpack.Progress] 67% building 1028/1073 modules 45 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isObjectLike.js
<s> [webpack.Progress] 67% building 1029/1073 modules 44 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isObjectLike.js
<s> [webpack.Progress] 67% building 1029/1074 modules 45 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getOppositePlacement.js
<s> [webpack.Progress] 67% building 1030/1074 modules 44 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getOppositePlacement.js
<s> [webpack.Progress] 67% building 1031/1074 modules 43 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getOppositePlacement.js
<s> [webpack.Progress] 67% building 1032/1074 modules 42 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getOppositePlacement.js
<s> [webpack.Progress] 67% building 1032/1075 modules 43 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/computeAutoPlacement.js
<s> [webpack.Progress] 67% building 1032/1076 modules 44 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getOppositeVariationPlacement.js
<s> [webpack.Progress] 67% building 1033/1076 modules 43 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getOppositeVariationPlacement.js
<s> [webpack.Progress] 67% building 1034/1076 modules 42 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getOppositeVariationPlacement.js
<s> [webpack.Progress] 67% building 1034/1077 modules 43 active /home/gohan/react/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 67% building 1035/1077 modules 42 active /home/gohan/react/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 67% building 1036/1077 modules 41 active /home/gohan/react/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 67% building 1037/1077 modules 40 active /home/gohan/react/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 67% building 1038/1077 modules 39 active /home/gohan/react/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 67% building 1039/1077 modules 38 active /home/gohan/react/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 67% building 1039/1078 modules 39 active /home/gohan/react/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 67% building 1039/1079 modules 40 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 67% building 1039/1080 modules 41 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/within.js
<s> [webpack.Progress] 67% building 1040/1080 modules 40 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/within.js
<s> [webpack.Progress] 67% building 1041/1080 modules 39 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/within.js
<s> [webpack.Progress] 67% building 1041/1081 modules 40 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_isMasked.js
<s> [webpack.Progress] 67% building 1041/1082 modules 41 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 67% building 1042/1082 modules 40 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 67% building 1043/1082 modules 39 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 67% building 1044/1082 modules 38 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 67% building 1045/1082 modules 37 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 68% building 1046/1082 modules 36 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 68% building 1047/1082 modules 35 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 68% building 1048/1082 modules 34 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 68% building 1049/1082 modules 33 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 68% building 1050/1082 modules 32 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 68% building 1051/1082 modules 31 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 68% building 1051/1083 modules 32 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isObject.js
<s> [webpack.Progress] 68% building 1051/1084 modules 33 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/contains.js
<s> [webpack.Progress] 68% building 1051/1085 modules 34 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getClippingRect.js
<s> [webpack.Progress] 68% building 1051/1086 modules 35 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getAltAxis.js
<s> [webpack.Progress] 68% building 1052/1086 modules 34 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getAltAxis.js
<s> [webpack.Progress] 68% building 1053/1086 modules 33 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getAltAxis.js
<s> [webpack.Progress] 68% building 1054/1086 modules 32 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getAltAxis.js
<s> [webpack.Progress] 68% building 1055/1086 modules 31 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getAltAxis.js
<s> [webpack.Progress] 68% building 1056/1086 modules 30 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/getAltAxis.js
<s> [webpack.Progress] 68% building 1056/1087 modules 31 active /home/gohan/react/taskbox/node_modules/deep-object-diff/dist/utils/index.js
<s> [webpack.Progress] 68% building 1057/1087 modules 30 active /home/gohan/react/taskbox/node_modules/deep-object-diff/dist/utils/index.js
<s> [webpack.Progress] 68% building 1058/1087 modules 29 active /home/gohan/react/taskbox/node_modules/deep-object-diff/dist/utils/index.js
<s> [webpack.Progress] 68% building 1059/1087 modules 28 active /home/gohan/react/taskbox/node_modules/deep-object-diff/dist/utils/index.js
<s> [webpack.Progress] 68% building 1060/1087 modules 27 active /home/gohan/react/taskbox/node_modules/deep-object-diff/dist/utils/index.js
<s> [webpack.Progress] 68% building 1060/1088 modules 28 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_nativeKeys.js
<s> [webpack.Progress] 68% building 1061/1088 modules 27 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_nativeKeys.js
<s> [webpack.Progress] 68% building 1062/1088 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_nativeKeys.js
<s> [webpack.Progress] 68% building 1063/1088 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_nativeKeys.js
<s> [webpack.Progress] 68% building 1064/1088 modules 24 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_nativeKeys.js
<s> [webpack.Progress] 68% building 1065/1088 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_nativeKeys.js
<s> [webpack.Progress] 68% building 1066/1088 modules 22 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_nativeKeys.js
<s> [webpack.Progress] 68% building 1066/1089 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isTypedArray.js
<s> [webpack.Progress] 68% building 1067/1089 modules 22 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isTypedArray.js
<s> [webpack.Progress] 68% building 1068/1089 modules 21 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isTypedArray.js
<s> [webpack.Progress] 68% building 1068/1090 modules 22 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_isIndex.js
<s> [webpack.Progress] 68% building 1069/1090 modules 21 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_isIndex.js
<s> [webpack.Progress] 68% building 1069/1091 modules 22 active /home/gohan/react/taskbox/node_modules/use-isomorphic-layout-effect/dist/use-isomorphic-layout-effect.browser.esm.js
<s> [webpack.Progress] 68% building 1069/1092 modules 23 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/format.js
<s> [webpack.Progress] 68% building 1070/1092 modules 22 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/format.js
<s> [webpack.Progress] 68% building 1071/1092 modules 21 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/utils/format.js
<s> [webpack.Progress] 68% building 1071/1093 modules 22 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isBuffer.js
<s> [webpack.Progress] 68% building 1071/1094 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/isArguments.js
<s> [webpack.Progress] 68% building 1071/1095 modules 24 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getParentNode.js
<s> [webpack.Progress] 68% building 1071/1096 modules 25 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/isTableElement.js
<s> [webpack.Progress] 68% building 1072/1096 modules 24 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/isTableElement.js
<s> [webpack.Progress] 68% building 1072/1097 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/memoize.js
<s> [webpack.Progress] 68% building 1072/1098 modules 26 active /home/gohan/react/taskbox/node_modules/prop-types/lib/ReactPropTypesSecret.js
<s> [webpack.Progress] 68% building 1073/1098 modules 25 active /home/gohan/react/taskbox/node_modules/prop-types/lib/ReactPropTypesSecret.js
<s> [webpack.Progress] 68% building 1073/1099 modules 26 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getScrollParent.js
<s> [webpack.Progress] 68% building 1074/1099 modules 25 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getScrollParent.js
<s> [webpack.Progress] 68% building 1075/1099 modules 24 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getScrollParent.js
<s> [webpack.Progress] 68% building 1076/1099 modules 23 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getScrollParent.js
<s> [webpack.Progress] 68% building 1077/1099 modules 22 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getScrollParent.js
<s> [webpack.Progress] 68% building 1078/1099 modules 21 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getScrollParent.js
<s> [webpack.Progress] 68% building 1079/1099 modules 20 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getScrollParent.js
<s> [webpack.Progress] 68% building 1079/1100 modules 21 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScroll.js
<s> [webpack.Progress] 68% building 1080/1100 modules 20 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScroll.js
<s> [webpack.Progress] 68% building 1081/1100 modules 19 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScroll.js
<s> [webpack.Progress] 69% building 1082/1100 modules 18 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getWindowScroll.js
<s> [webpack.Progress] 68% building 1082/1101 modules 19 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getHTMLElementScroll.js
<s> [webpack.Progress] 69% building 1083/1101 modules 18 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getHTMLElementScroll.js
<s> [webpack.Progress] 69% building 1084/1101 modules 17 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getHTMLElementScroll.js
<s> [webpack.Progress] 69% building 1085/1101 modules 16 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getHTMLElementScroll.js
<s> [webpack.Progress] 69% building 1086/1101 modules 15 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getHTMLElementScroll.js
<s> [webpack.Progress] 69% building 1087/1101 modules 14 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getHTMLElementScroll.js
<s> [webpack.Progress] 69% building 1088/1101 modules 13 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getHTMLElementScroll.js
<s> [webpack.Progress] 69% building 1088/1102 modules 14 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1089/1102 modules 13 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1090/1102 modules 12 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1091/1102 modules 11 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1092/1102 modules 10 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1093/1102 modules 9 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1094/1102 modules 8 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1095/1102 modules 7 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1096/1102 modules 6 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1097/1102 modules 5 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1098/1102 modules 4 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.match.js
<s> [webpack.Progress] 69% building 1098/1103 modules 5 active /home/gohan/react/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 69% building 1098/1104 modules 6 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_hashClear.js
<s> [webpack.Progress] 69% building 1099/1104 modules 5 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_hashClear.js
<s> [webpack.Progress] 69% building 1099/1105 modules 6 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_hashSet.js
<s> [webpack.Progress] 69% building 1099/1106 modules 7 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_isKeyable.js
<s> [webpack.Progress] 69% building 1099/1107 modules 8 active /home/gohan/react/taskbox/node_modules/parse-entities/decode-entity.browser.js
<s> [webpack.Progress] 69% building 1099/1108 modules 9 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getDocumentRect.js
<s> [webpack.Progress] 69% building 1099/1109 modules 10 active /home/gohan/react/taskbox/node_modules/@popperjs/core/lib/dom-utils/getViewportRect.js
<s> [webpack.Progress] 69% building 1099/1110 modules 11 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_hashHas.js
<s> [webpack.Progress] 69% building 1099/1111 modules 12 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_hashGet.js
<s> [webpack.Progress] 69% building 1099/1112 modules 13 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_hashDelete.js
<s> [webpack.Progress] 69% building 1099/1113 modules 14 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseHasIn.js
<s> [webpack.Progress] 69% building 1099/1114 modules 15 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_hasPath.js
<s> [webpack.Progress] 69% building 1100/1114 modules 14 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_hasPath.js
<s> [webpack.Progress] 69% building 1100/1115 modules 15 active /home/gohan/react/taskbox/node_modules/@emotion/cache/dist/cache.browser.esm.js
<s> [webpack.Progress] 69% building 1101/1115 modules 14 active /home/gohan/react/taskbox/node_modules/@emotion/cache/dist/cache.browser.esm.js
<s> [webpack.Progress] 69% building 1101/1116 modules 15 active /home/gohan/react/taskbox/node_modules/hoist-non-react-statics/dist/hoist-non-react-statics.cjs.js
<s> [webpack.Progress] 69% building 1101/1117 modules 16 active /home/gohan/react/taskbox/node_modules/@emotion/weak-memoize/dist/weak-memoize.browser.esm.js
<s> [webpack.Progress] 69% building 1101/1118 modules 17 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.is-concat-spreadable.js
<s> [webpack.Progress] 69% building 1101/1119 modules 18 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.has-instance.js
<s> [webpack.Progress] 69% building 1102/1119 modules 17 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.has-instance.js
<s> [webpack.Progress] 69% building 1102/1120 modules 18 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.async-iterator.js
<s> [webpack.Progress] 69% building 1103/1120 modules 17 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.async-iterator.js
<s> [webpack.Progress] 69% building 1104/1120 modules 16 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.symbol.async-iterator.js
<s> [webpack.Progress] 69% building 1104/1121 modules 17 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_toSource.js
<s> [webpack.Progress] 69% building 1104/1122 modules 18 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_ListCache.js
<s> [webpack.Progress] 68% building 1104/1123 modules 19 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_stackSet.js
<s> [webpack.Progress] 68% building 1104/1124 modules 20 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_stackHas.js
<s> [webpack.Progress] 68% building 1104/1125 modules 21 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_stackGet.js
<s> [webpack.Progress] 68% building 1104/1126 modules 22 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_stackDelete.js
<s> [webpack.Progress] 68% building 1105/1126 modules 21 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_stackDelete.js
<s> [webpack.Progress] 68% building 1106/1126 modules 20 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_stackDelete.js
<s> [webpack.Progress] 68% building 1106/1127 modules 21 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseGetTag.js
<s> [webpack.Progress] 68% building 1106/1128 modules 22 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_baseGet.js
<s> [webpack.Progress] 68% building 1106/1129 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_castPath.js
<s> [webpack.Progress] 68% building 1106/1130 modules 24 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_baseSet.js
<s> [webpack.Progress] 68% building 1106/1131 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/uniq.js
<s> [webpack.Progress] 68% building 1106/1132 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_baseMatches.js
<s> [webpack.Progress] 68% building 1107/1132 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_baseMatches.js
<s> [webpack.Progress] 68% building 1107/1133 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/property.js
<s> [webpack.Progress] 68% building 1108/1133 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/property.js
<s> [webpack.Progress] 68% building 1109/1133 modules 24 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/property.js
<s> [webpack.Progress] 68% building 1110/1133 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/property.js
<s> [webpack.Progress] 68% building 1110/1134 modules 24 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_castPath.js
